C,SETP.WORLD,DVD_DUDETAILSUMMARY,AEMO,PUBLIC,2017/07/08,00:25:02,0000000285202742,,0000000285202674
I,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,DUID,START_DATE,END_DATE,DISPATCHTYPE,CONNECTIONPOINTID,REGIONID,STATIONID,PARTICIPANTID,LASTCHANGED,TRANSMISSIONLOSSFACTOR,STARTTYPE,DISTRIBUTIONLOSSFACTOR,MINIMUM_ENERGY_PRICE,MAXIMUM_ENERGY_PRICE,SCHEDULE_TYPE,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,MAX_RAMP_RATE_UP,MAX_RAMP_RATE_DOWN,IS_AGGREGATED
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2007/12/01 00:00:00","2008/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1309,"NOT DISPATCHED",1,-1130.90,11309,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.0409,"NOT DISPATCHED",1,-1040.90,10409,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2009/07/01 00:00:00","2010/03/03 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1069,"NOT DISPATCHED",0.9960,-1102.48,11024.73,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2010/03/03 00:00:00","2010/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1069,"NOT DISPATCHED",0.9960,-1102.48,11024.73,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1310,"NOT DISPATCHED",0.9960,-1126.48,14080.95,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1260,"NOT DISPATCHED",1,-1126,14075,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1524,"NOT DISPATCHED",1,-1152.40,14865.96,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1370,"NOT DISPATCHED",1,-1137,14894.70,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/21 13:42:04",1.1355,"NOT DISPATCHED",0.9920,-1126.42,15206.62,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2016/06/24 12:41:01",1.1137,"NOT DISPATCHED",0.9910,-1103.68,15230.74,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2017/06/26 10:54:12",1.1103,"NOT DISPATCHED",0.9920,-1101.42,15419.85,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHILL1,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,QTUL,QLD1,WINDHILL,WHILL1,"2017/06/26 10:54:12",1.0877,"NOT DISPATCHED",0.9940,-1081.18,15352.67,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2004/08/17 00:00:00","2005/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,CNRGY,"2016/06/21 13:42:04",1.0028,"NOT DISPATCHED",1,-1002.80,10028,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,CNRGY,"2016/06/21 13:42:04",1.0046,"NOT DISPATCHED",1,-1004.60,10046,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,CNRGY,"2016/06/21 13:42:04",1.0034,"NOT DISPATCHED",1,-1003.40,10034,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,CNRGY,"2016/06/21 13:42:04",0.9962,"NOT DISPATCHED",1,-996.20,9962,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,CNRGY,"2016/06/21 13:42:04",0.9887,"NOT DISPATCHED",1,-988.70,9887,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2009/07/01 00:00:00","2010/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,CNRGY,"2016/06/21 13:42:04",0.9902,"NOT DISPATCHED",1,-990.20,9902,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2010/07/01 00:00:00","2011/03/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,CNRGY,"2016/06/21 13:42:04",1.0023,"NOT DISPATCHED",1,-1002.30,12528.75,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2011/03/01 00:00:00","2011/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,NORPOWER,"2016/06/21 13:42:04",1.0023,"NOT DISPATCHED",1,-1002.30,12528.75,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2011/07/01 00:00:00","2011/09/23 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,NORPOWER,"2014/05/29 12:42:00",1.0010,"NOT DISPATCHED",1,-1001,12512.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2011/09/23 00:00:00","2011/11/10 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2011/11/09 09:47:01",1.0010,"NOT DISPATCHED",1,-1001,12512.50,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2011/11/10 00:00:00","2012/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2014/05/29 12:42:00",1.0025,"NOT DISPATCHED",1,-1002.50,12531.25,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2014/05/29 12:42:00",1.0011,"NOT DISPATCHED",1,-1001.10,12914.19,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2014/06/24 15:33:04",0.9941,"NOT DISPATCHED",1,-994.10,13022.71,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2015/06/24 12:11:11",0.9927,"NOT DISPATCHED",1,-992.70,13401.45,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2016/06/24 12:41:01",0.9953,"NOT DISPATCHED",1,-995.30,13735.14,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2017/06/26 10:54:12",0.9968,"NOT DISPATCHED",1,-996.80,13955.20,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WHIT1,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,QSBK1,QLD1,WHIT1,BORAL,"2017/06/26 10:54:12",0.9999,"NOT DISPATCHED",1,-999.90,14198.58,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2010/01/07 00:00:00","2010/07/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2016/06/21 13:42:04",1.0401,,1,-1040.10,10401,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2010/07/01 00:00:00","2011/09/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2011/08/31 12:47:01",1.0224,,1,-1022.40,12780,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2011/09/01 00:00:00","2012/07/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2012/06/13 13:22:01",1.0224,,1,-1022.40,12780,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2014/05/29 12:42:00",1.0224,,1,-1022.40,13188.96,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2014/06/24 15:33:04",1.0224,,1,-1022.40,13393.44,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2014/07/01 00:00:00","2014/07/14 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2014/07/11 16:33:00",1.0224,,1,-1022.40,13802.40,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2014/07/14 00:00:00","2015/07/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2015/06/24 12:11:11",1.1056,"NOT DISPATCHED",1.0005,-1106.16,14933.07,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2016/06/24 12:41:01",1.0699,"NOT DISPATCHED",1.0010,-1070.97,14779.39,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2017/06/26 10:54:12",1.0154,"NOT DISPATCHED",0.9963,-1011.65,14163.01,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGAPK,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,NNB21W,NSW1,WILGAPK,NARRABRI,"2017/06/26 10:54:12",0.9746,"NOT DISPATCHED",1.0052,-979.67,13911.29,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGB01,"2014/08/05 00:00:00","2015/07/01 00:00:00",GENERATOR,NNB22W,NSW1,WILGAPKB,NARRABRI,"2015/06/24 12:11:11",1.0936,"NOT DISPATCHED",1,-1093.60,14763.60,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGB01,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,NNB22W,NSW1,WILGAPKB,NARRABRI,"2016/06/24 12:41:01",1.0699,"NOT DISPATCHED",1,-1069.90,14764.62,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGB01,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,NNB22W,NSW1,WILGAPKB,NARRABRI,"2017/06/26 10:54:12",1.0154,"NOT DISPATCHED",0.9963,-1011.65,14163.01,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILGB01,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,NNB22W,NSW1,WILGAPKB,NARRABRI,"2017/06/26 10:54:12",0.9746,"NOT DISPATCHED",1.0052,-979.67,13911.29,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILLHOV1,"2014/01/01 00:00:00","2014/07/01 00:00:00",GENERATOR,VW061W,VIC1,WILLHOV,PACHYDIN,"2014/06/24 15:33:04",1.0489,,1,-1048.90,13740.59,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILLHOV1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,VW061W,VIC1,WILLHOV,PACHYDIN,"2015/06/24 12:11:11",1.0733,,1,-1073.30,14489.55,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILLHOV1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,VW061W,VIC1,WILLHOV,PACHYDIN,"2016/06/24 12:41:01",1.0480,,1,-1048,14462.40,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILLHOV1,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,VW061W,VIC1,WILLHOV,PACHYDIN,"2017/06/26 10:54:12",1.0235,,1,-1023.50,14329,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WILLHOV1,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,VW061W,VIC1,WILLHOV,PACHYDIN,"2017/06/26 10:54:12",0.9621,,1,-962.10,13661.82,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF1_1,"2013/04/01 00:00:00","2013/07/01 00:00:00",GENERATOR,SKLB1W,SA1,WINGF1,EDLLFGS,"2014/05/29 12:42:00",1.0029,"NOT DISPATCHED",1,-1002.90,12937.41,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF1_1,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,SKLB1W,SA1,WINGF1,EDLLFGS,"2014/06/24 15:33:04",1.0036,"NOT DISPATCHED",1,-1003.60,13147.16,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF1_1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,SKLB1W,SA1,WINGF1,EDLLFGS,"2015/06/24 12:11:11",1.0030,"NOT DISPATCHED",1,-1003,13540.50,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF1_1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,SKLB1W,SA1,WINGF1,EDLLFGS,"2016/06/24 12:41:01",1.0029,"NOT DISPATCHED",1,-1002.90,13840.02,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF1_1,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,SKLB1W,SA1,WINGF1,EDLLFGS,"2017/06/26 10:54:12",1.0017,"NOT DISPATCHED",1,-1001.70,14023.80,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF1_1,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SKLB1W,SA1,WINGF1,EDLLFGS,"2017/06/26 10:54:12",1.0035,"NOT DISPATCHED",1,-1003.50,14249.70,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF2_1,"2013/04/01 00:00:00","2013/07/01 00:00:00",GENERATOR,SNBN2W,SA1,WINGF2,EDLLFGS,"2013/06/24 12:22:00",0.9999,"NOT DISPATCHED",1,-999.90,12898.71,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF2_1,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,SNBN2W,SA1,WINGF2,EDLLFGS,"2014/06/24 15:33:04",0.9990,"NOT DISPATCHED",1,-999,13086.90,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF2_1,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,SNBN2W,SA1,WINGF2,EDLLFGS,"2015/06/24 12:11:11",0.9992,"NOT DISPATCHED",1,-999.20,13489.20,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF2_1,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,SNBN2W,SA1,WINGF2,EDLLFGS,"2016/06/24 12:41:01",0.9998,"NOT DISPATCHED",1,-999.80,13797.24,NON-SCHEDULED,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF2_1,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,SNBN2W,SA1,WINGF2,EDLLFGS,"2017/06/26 10:54:12",0.9995,"NOT DISPATCHED",1,-999.50,13993,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WINGF2_1,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,SNBN2W,SA1,WINGF2,EDLLFGS,"2017/06/26 10:54:12",0.9990,"NOT DISPATCHED",1,-999,14185.80,NON-SCHEDULED,0,0,0,0,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2002/10/23 00:00:00","2003/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0127,"NOT DISPATCHED",1,-1012.70,10127,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2003/07/01 00:00:00","2004/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0131,"NOT DISPATCHED",1,-1013.10,10131,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2004/07/01 00:00:00","2005/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0143,"NOT DISPATCHED",1,-1014.30,10143,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2005/07/01 00:00:00","2006/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0158,"NOT DISPATCHED",1,-1015.80,10158,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2006/07/01 00:00:00","2007/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0134,"NOT DISPATCHED",1,-1013.40,10134,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2007/07/01 00:00:00","2008/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0085,"NOT DISPATCHED",1,-1008.50,10085,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2008/07/01 00:00:00","2009/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",0.9918,"NOT DISPATCHED",1,-991.80,9918,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2009/07/01 00:00:00","2010/05/17 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",0.9990,"NOT DISPATCHED",1,-999,9990,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2010/05/17 00:00:00","2010/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",0.9990,"NOT DISPATCHED",1,-999,9990,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2010/07/01 00:00:00","2011/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0022,"NOT DISPATCHED",1,-1002.20,12527.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2011/07/01 00:00:00","2012/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",1.0014,"NOT DISPATCHED",1,-1001.40,12517.50,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2012/07/01 00:00:00","2013/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",0.9967,"NOT DISPATCHED",1,-996.70,12857.43,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2013/07/01 00:00:00","2014/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",0.9948,"NOT DISPATCHED",1,-994.80,13031.88,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2014/07/01 00:00:00","2015/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/21 13:42:04",0.9915,"NOT DISPATCHED",1,-991.50,13385.25,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2015/07/01 00:00:00","2016/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2016/06/24 12:41:01",0.9945,"NOT DISPATCHED",1.058470,-1052.65,14526.55,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2016/07/01 00:00:00","2017/07/01 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2017/06/26 10:54:12",0.9951,"NOT DISPATCHED",1.057420,-1052.24,14731.35,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WIVENSH,"2017/07/01 00:00:00","2999/12/31 00:00:00",GENERATOR,QABR1,QLD1,WIVENSH,STANWELL,"2017/06/26 10:54:12",0.9990,"NOT DISPATCHED",1.051450,-1050.40,14915.66,NON-SCHEDULED,0,0,,,
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"1998/10/25 00:00:00","1999/07/01 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",0.9752,FAST,1,-975.20,4876,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"1999/07/01 00:00:00","2000/07/01 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",0.9873,FAST,1,-987.30,4936.50,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"2000/07/01 00:00:00","2000/07/20 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",1.0035,FAST,1,-1003.50,5017.50,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"2000/07/20 00:00:00","2001/07/01 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",1.0035,SLOW,1,-1003.50,5017.50,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"2001/07/01 00:00:00","2001/09/13 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",0.9933,SLOW,1,-993.30,4966.50,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"2001/09/13 00:00:00","2002/04/01 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",0.9933,SLOW,1,-993.30,4966.50,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"2002/04/01 00:00:00","2002/07/01 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",0.9933,SLOW,1,-993.30,9933,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"2002/07/01 00:00:00","2002/07/09 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",0.9822,SLOW,1,-982.20,9822,SCHEDULED,1,1,,,0
D,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,WKIEWA1,"2002/07/09 00:00:00","2003/07/01 00:00:00",GENERATOR,VWKP1,VIC1,WKIEWA,SOUTHHYD,"2016/06/21 13:42:04",0.9822,SLOW,1,-982.20,9822,SCHEDULED,1,1,,,0
