C,SETP.WORLD,DVD_TRADINGINTERCONNECT,AEMO,PUBLIC,2017/07/08,02:20:00,0000000285202926,,0000000285202674
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:00:00",1,V-SA,12,9.35,19.17,0.16,"2017/06/14 05:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:00:00",1,VIC1-NSW1,12,-326.21,-321.8,12.88,"2017/06/14 05:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:30:00",1,N-Q-MNSP1,13,-119.13,-117,2.5,"2017/06/14 06:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:30:00",1,NSW1-QLD1,13,-957.8,-929.98,47.31,"2017/06/14 06:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:30:00",1,T-V-MNSP1,13,-408.58,-408.67,19.04,"2017/06/14 06:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:30:00",1,V-S-MNSP1,13,-22.21,-25.5,-0.33,"2017/06/14 06:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:30:00",1,V-SA,13,-39.25,-53.6,0.69,"2017/06/14 06:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 06:30:00",1,VIC1-NSW1,13,-153.99,-106.31,3.5,"2017/06/14 06:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:00:00",1,N-Q-MNSP1,14,-106.03,-103.67,0.75,"2017/06/14 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:00:00",1,NSW1-QLD1,14,-842.16,-822.77,29.82,"2017/06/14 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:00:00",1,T-V-MNSP1,14,-170.07,-107.97,2.18,"2017/06/14 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:00:00",1,V-S-MNSP1,14,-19.77,-22.5,-0.37,"2017/06/14 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:00:00",1,V-SA,14,-45.35,-34.37,0.53,"2017/06/14 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:00:00",1,VIC1-NSW1,14,9.62,8.09,-0.2,"2017/06/14 06:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:30:00",1,N-Q-MNSP1,15,-85.5,-82.01,-1.25,"2017/06/14 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:30:00",1,NSW1-QLD1,15,-662.81,-579.42,4.73,"2017/06/14 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:30:00",1,T-V-MNSP1,15,8.63,6.56,0.03,"2017/06/14 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:30:00",1,V-S-MNSP1,15,-17.53,-18.83,-0.42,"2017/06/14 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:30:00",1,V-SA,15,-15.44,13.57,0.05,"2017/06/14 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 07:30:00",1,VIC1-NSW1,15,-149.14,-148.56,7.24,"2017/06/14 07:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:00:00",1,N-Q-MNSP1,16,-82.12,-80.42,-1.38,"2017/06/14 07:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:00:00",1,NSW1-QLD1,16,-584.52,-592.48,5.76,"2017/06/14 07:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:00:00",1,T-V-MNSP1,16,22.75,23.48,-0.02,"2017/06/14 07:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:00:00",1,V-S-MNSP1,16,-10.82,-13.91,-0.39,"2017/06/14 07:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:00:00",1,V-SA,16,28.46,42.49,0.05,"2017/06/14 07:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:00:00",1,VIC1-NSW1,16,-138.47,-155.63,8.85,"2017/06/14 07:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:30:00",1,N-Q-MNSP1,17,-82.58,-85,-1.05,"2017/06/14 08:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:30:00",1,NSW1-QLD1,17,-596.16,-616.06,8.92,"2017/06/14 08:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:30:00",1,T-V-MNSP1,17,80.63,71.37,0.28,"2017/06/14 08:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:30:00",1,V-S-MNSP1,17,-3.69,-8.11,-0.3,"2017/06/14 08:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:30:00",1,V-SA,17,77.16,95.38,0.92,"2017/06/14 08:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 08:30:00",1,VIC1-NSW1,17,-326.44,-380.17,30.46,"2017/06/14 08:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:00:00",1,N-Q-MNSP1,18,-95.73,-98.33,0.16,"2017/06/14 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:00:00",1,NSW1-QLD1,18,-727.47,-753.18,22.57,"2017/06/14 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:00:00",1,T-V-MNSP1,18,99.77,87.91,0.47,"2017/06/14 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:00:00",1,V-S-MNSP1,18,-0.03,-4.5,-0.17,"2017/06/14 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:00:00",1,V-SA,18,100.18,106.41,1.43,"2017/06/14 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:00:00",1,VIC1-NSW1,18,-329.16,-331.05,24.4,"2017/06/14 08:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:30:00",1,N-Q-MNSP1,19,-96.05,-93,-0.36,"2017/06/14 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:30:00",1,NSW1-QLD1,19,-741.15,-717.05,18.99,"2017/06/14 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:30:00",1,T-V-MNSP1,19,91.75,89.66,0.49,"2017/06/14 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:30:00",1,V-S-MNSP1,19,0.17,-3.21,-0.12,"2017/06/14 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:30:00",1,V-SA,19,133.36,124.96,2.33,"2017/06/14 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 09:30:00",1,VIC1-NSW1,19,-296.96,-265.25,17.75,"2017/06/14 09:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:00:00",1,N-Q-MNSP1,20,-93.07,-94.33,-0.24,"2017/06/14 09:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:00:00",1,NSW1-QLD1,20,-707.1,-717.27,19.51,"2017/06/14 09:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:00:00",1,T-V-MNSP1,20,95.4,82.91,0.4,"2017/06/14 09:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:00:00",1,V-S-MNSP1,20,-7.15,-9,-0.33,"2017/06/14 09:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:00:00",1,V-SA,20,90.6,78.74,0.84,"2017/06/14 09:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:00:00",1,VIC1-NSW1,20,-307.87,-324.88,22.26,"2017/06/14 09:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:30:00",1,N-Q-MNSP1,21,-93.65,-92.92,-0.37,"2017/06/14 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:30:00",1,NSW1-QLD1,21,-687.14,-674.09,15.52,"2017/06/14 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:30:00",1,T-V-MNSP1,21,91.72,74.21,0.29,"2017/06/14 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:30:00",1,V-S-MNSP1,21,-7.76,-8.99,-0.33,"2017/06/14 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:30:00",1,V-SA,21,91.3,79.93,1.01,"2017/06/14 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 10:30:00",1,VIC1-NSW1,21,-190.65,-161.17,8.25,"2017/06/14 10:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:00:00",1,N-Q-MNSP1,22,-96.58,-97,0.01,"2017/06/14 10:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:00:00",1,NSW1-QLD1,22,-714.97,-719.54,20.54,"2017/06/14 10:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:00:00",1,T-V-MNSP1,22,92.87,73.5,0.28,"2017/06/14 10:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:00:00",1,V-S-MNSP1,22,-8.58,-9,-0.33,"2017/06/14 10:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:00:00",1,V-SA,22,56.93,50.02,0.41,"2017/06/14 10:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:00:00",1,VIC1-NSW1,22,-88.17,-114.2,4.7,"2017/06/14 10:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:30:00",1,N-Q-MNSP1,23,-100.85,-102.62,0.64,"2017/06/14 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:30:00",1,NSW1-QLD1,23,-810.92,-804.23,30.45,"2017/06/14 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:30:00",1,T-V-MNSP1,23,75.85,60.33,0.15,"2017/06/14 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:30:00",1,V-S-MNSP1,23,-13.26,-15,-0.4,"2017/06/14 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:30:00",1,V-SA,23,12.14,13.74,0.07,"2017/06/14 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 11:30:00",1,VIC1-NSW1,23,-79.56,-58.9,2.04,"2017/06/14 11:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:00:00",1,N-Q-MNSP1,24,-111.28,-113,1.92,"2017/06/14 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:00:00",1,NSW1-QLD1,24,-895.25,-922.25,45.38,"2017/06/14 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:00:00",1,T-V-MNSP1,24,-124.52,-176.08,4.19,"2017/06/14 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:00:00",1,V-S-MNSP1,24,-26.07,-30,-0.19,"2017/06/14 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:00:00",1,V-SA,24,-74.79,-94.25,1.82,"2017/06/14 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:00:00",1,VIC1-NSW1,24,197.66,204.06,-1.23,"2017/06/14 11:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:30:00",1,N-Q-MNSP1,25,-116.95,-117,2.5,"2017/06/14 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:30:00",1,NSW1-QLD1,25,-948.64,-952.61,49.67,"2017/06/14 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:30:00",1,T-V-MNSP1,25,-231.32,-261.76,8.37,"2017/06/14 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:30:00",1,V-S-MNSP1,25,-35.84,-37.61,0.15,"2017/06/14 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:30:00",1,V-SA,25,-142.39,-137.48,3.81,"2017/06/14 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 12:30:00",1,VIC1-NSW1,25,261.97,239.91,-0.46,"2017/06/14 12:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:00:00",1,N-Q-MNSP1,26,-112.25,-112.68,1.88,"2017/06/14 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:00:00",1,NSW1-QLD1,26,-873.87,-875.41,38.22,"2017/06/14 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:00:00",1,T-V-MNSP1,26,-321.57,-334.55,13,"2017/06/14 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:00:00",1,V-S-MNSP1,26,-44.39,-45,0.63,"2017/06/14 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:00:00",1,V-SA,26,-181.64,-188.98,7.11,"2017/06/14 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:00:00",1,VIC1-NSW1,26,227.01,224.55,-0.74,"2017/06/14 12:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:30:00",1,N-Q-MNSP1,27,-111.73,-111.67,1.75,"2017/06/14 13:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:30:00",1,NSW1-QLD1,27,-892.19,-883.26,38.41,"2017/06/14 13:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:30:00",1,T-V-MNSP1,27,-264.9,-257.43,8.35,"2017/06/14 13:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:30:00",1,V-S-MNSP1,27,-44.39,-43.5,0.53,"2017/06/14 13:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:30:00",1,V-SA,27,-170.78,-182.88,6.59,"2017/06/14 13:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 13:30:00",1,VIC1-NSW1,27,265.82,282.96,0.46,"2017/06/14 13:25:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:00:00",1,N-Q-MNSP1,28,-115.27,-114.33,2.11,"2017/06/14 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:00:00",1,NSW1-QLD1,28,-878.69,-911.01,41.66,"2017/06/14 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:00:00",1,T-V-MNSP1,28,-185.97,-206.41,5.27,"2017/06/14 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:00:00",1,V-S-MNSP1,28,-32.59,-31.5,-0.13,"2017/06/14 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:00:00",1,V-SA,28,-120.33,-116.42,2.78,"2017/06/14 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:00:00",1,VIC1-NSW1,28,233.86,213.36,-0.96,"2017/06/14 13:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:30:00",1,N-Q-MNSP1,29,-117.27,-118.33,2.69,"2017/06/14 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:30:00",1,NSW1-QLD1,29,-935.78,-953.63,46.58,"2017/06/14 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:30:00",1,T-V-MNSP1,29,-202.25,-215.28,5.69,"2017/06/14 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:30:00",1,V-S-MNSP1,29,-33.81,-34.64,-0.01,"2017/06/14 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:30:00",1,V-SA,29,-99.62,-112.46,2.62,"2017/06/14 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 14:30:00",1,VIC1-NSW1,29,146.53,151.23,-1.75,"2017/06/14 14:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:00:00",1,N-Q-MNSP1,30,-122.35,-122.6,3.34,"2017/06/14 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:00:00",1,NSW1-QLD1,30,-1011.61,-1019.21,56.34,"2017/06/14 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:00:00",1,T-V-MNSP1,30,-193.87,-210.21,5.44,"2017/06/14 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:00:00",1,V-S-MNSP1,30,-29.13,-30,-0.19,"2017/06/14 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:00:00",1,V-SA,30,-90.93,-93.3,1.81,"2017/06/14 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:00:00",1,VIC1-NSW1,30,126.16,122.36,-1.66,"2017/06/14 14:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:30:00",1,N-Q-MNSP1,31,-121.27,-119.67,2.88,"2017/06/14 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:30:00",1,NSW1-QLD1,31,-981.42,-967.23,47.51,"2017/06/14 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:30:00",1,T-V-MNSP1,31,-235.32,-246.58,7.34,"2017/06/14 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:30:00",1,V-S-MNSP1,31,-22.41,-21.73,-0.38,"2017/06/14 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:30:00",1,V-SA,31,-17.81,-18.17,0.27,"2017/06/14 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 15:30:00",1,VIC1-NSW1,31,155.85,183.73,-1.67,"2017/06/14 15:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:00:00",1,N-Q-MNSP1,32,-113.12,-113,1.92,"2017/06/14 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:00:00",1,NSW1-QLD1,32,-915.96,-934.78,41.84,"2017/06/14 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:00:00",1,T-V-MNSP1,32,-245.37,-255.2,7.8,"2017/06/14 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:00:00",1,V-S-MNSP1,32,-6.95,-4.5,-0.17,"2017/06/14 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:00:00",1,V-SA,32,94.93,101.56,2.05,"2017/06/14 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:00:00",1,VIC1-NSW1,32,122.44,117.77,-1.99,"2017/06/14 15:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:30:00",1,N-Q-MNSP1,33,-107.03,-105.18,0.94,"2017/06/14 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:30:00",1,NSW1-QLD1,33,-813.55,-795.22,23.83,"2017/06/14 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:30:00",1,T-V-MNSP1,33,-235.2,-255.67,7.84,"2017/06/14 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:30:00",1,V-S-MNSP1,33,6.89,9.83,0.65,"2017/06/14 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:30:00",1,V-SA,33,186.33,196.86,7.45,"2017/06/14 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 16:30:00",1,VIC1-NSW1,33,31.89,-16.73,0.69,"2017/06/14 16:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:00:00",1,N-Q-MNSP1,34,-83.05,-79.27,-1.46,"2017/06/14 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:00:00",1,NSW1-QLD1,34,-605.85,-581.88,3.39,"2017/06/14 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:00:00",1,T-V-MNSP1,34,-227.07,-228.98,6.46,"2017/06/14 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:00:00",1,V-S-MNSP1,34,21.74,21.19,1.74,"2017/06/14 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:00:00",1,V-SA,34,302.39,305.56,17.14,"2017/06/14 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:00:00",1,VIC1-NSW1,34,-271.45,-320.07,19.85,"2017/06/14 16:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:30:00",1,N-Q-MNSP1,35,-84.13,-83.83,-1.14,"2017/06/14 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:30:00",1,NSW1-QLD1,35,-465.27,-408.5,-5.72,"2017/06/14 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:30:00",1,T-V-MNSP1,35,-166.22,-172.81,3.81,"2017/06/14 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:30:00",1,V-S-MNSP1,35,28.86,22.63,1.94,"2017/06/14 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:30:00",1,V-SA,35,352.06,347.58,21.38,"2017/06/14 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 17:30:00",1,VIC1-NSW1,35,-498.76,-474.88,37.85,"2017/06/14 17:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:00:00",1,N-Q-MNSP1,36,-93.32,-94.36,-0.24,"2017/06/14 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:00:00",1,NSW1-QLD1,36,-488.61,-487.62,-3.51,"2017/06/14 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:00:00",1,T-V-MNSP1,36,-122.65,-96.45,2.02,"2017/06/14 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:00:00",1,V-S-MNSP1,36,23.16,23.57,2.04,"2017/06/14 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:00:00",1,V-SA,36,316.76,330.5,18.1,"2017/06/14 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:00:00",1,VIC1-NSW1,36,-423.75,-425.15,33.88,"2017/06/14 17:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:30:00",1,N-Q-MNSP1,37,-94.08,-93.73,-0.29,"2017/06/14 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:30:00",1,NSW1-QLD1,37,-470.63,-454.93,-4.76,"2017/06/14 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:30:00",1,T-V-MNSP1,37,26.52,20.86,0.05,"2017/06/14 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:30:00",1,V-S-MNSP1,37,32.12,29.02,2.64,"2017/06/14 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:30:00",1,V-SA,37,346.9,356.13,20.24,"2017/06/14 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 18:30:00",1,VIC1-NSW1,37,-390.02,-405.6,31.73,"2017/06/14 18:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:00:00",1,N-Q-MNSP1,38,-86.72,-86.03,-0.97,"2017/06/14 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:00:00",1,NSW1-QLD1,38,-482.79,-439.8,-5.09,"2017/06/14 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:00:00",1,T-V-MNSP1,38,-13.42,-22.14,0.17,"2017/06/14 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:00:00",1,V-S-MNSP1,38,23.77,18,1.35,"2017/06/14 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:00:00",1,V-SA,38,306.15,287.97,12.11,"2017/06/14 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:00:00",1,VIC1-NSW1,38,-237.25,-195.06,11.42,"2017/06/14 18:55:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:30:00",1,N-Q-MNSP1,39,-75.72,-74.77,-1.68,"2017/06/14 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:30:00",1,NSW1-QLD1,39,-434.19,-441.09,-4.12,"2017/06/14 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:30:00",1,T-V-MNSP1,39,-182.1,-243,7.39,"2017/06/14 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:30:00",1,V-S-MNSP1,39,14.62,10.5,0.69,"2017/06/14 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:30:00",1,V-SA,39,277.46,271.26,10.56,"2017/06/14 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 19:30:00",1,VIC1-NSW1,39,-260.93,-305.75,20.31,"2017/06/14 19:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:00:00",1,N-Q-MNSP1,40,-73.1,-73.41,-1.81,"2017/06/14 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:00:00",1,NSW1-QLD1,40,-534.93,-546.83,1.06,"2017/06/14 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:00:00",1,T-V-MNSP1,40,-242.83,-267.02,8.53,"2017/06/14 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:00:00",1,V-S-MNSP1,40,11.97,9.26,0.61,"2017/06/14 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:00:00",1,V-SA,40,258.02,252.18,8.93,"2017/06/14 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:00:00",1,VIC1-NSW1,40,-158.48,-146.03,8.07,"2017/06/14 19:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:30:00",1,N-Q-MNSP1,41,-85.87,-90.33,-0.61,"2017/06/14 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:30:00",1,NSW1-QLD1,41,-687.25,-689.79,11.75,"2017/06/14 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:30:00",1,T-V-MNSP1,41,-213.52,-229.29,6.72,"2017/06/14 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:30:00",1,V-S-MNSP1,41,15.43,13.1,0.95,"2017/06/14 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:30:00",1,V-SA,41,283.22,288.83,12.46,"2017/06/14 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 20:30:00",1,VIC1-NSW1,41,-122.91,-176.02,8.99,"2017/06/14 20:25:04"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 21:00:00",1,N-Q-MNSP1,42,-96.62,-97,0.01,"2017/06/14 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 21:00:00",1,NSW1-QLD1,42,-764.2,-737.95,18,"2017/06/14 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 21:00:00",1,T-V-MNSP1,42,-290.63,-317.68,11.89,"2017/06/14 20:55:03"
D,TRADING,INTERCONNECTORRES,2,"2017/06/14 21:00:00",1,V-S-MNSP1,42,21.54,21.38,1.73,"2017/06/14 20:55:03"
