DUID,STATIONID,STATIONNAME,NEM_REGION,NEM_ZONE,NODE,FUEL_TYPE,FUEL_CAT,EMISSIONS,SCHEDULE_TYPE,REG_CAP,MIN_GEN,RR_STARTUP,RR_SHUTDOWN,RR_UP,RR_DOWN,MIN_ON_TIME,MIN_OFF_TIME,SU_COST_COLD,SU_COST_WARM,SU_COST_HOT,VOM,HEAT_RATE,NL_FUEL_CONS,FC_2016-17,SRMC_2016-17
GULLRWF1,GULLRGWF,Gullen Range Wind Farm,NSW1,CAN,415.0,Wind,Wind,0.0,SEMI-SCHEDULED,166.0,0.0,5000.0,5000.0,5000.0,5000.0,1.0,1.0,830.0,332.0,498.0,0.0,3.6,0.0,0.0,0.0
MORTLK12,MORTLK,Mortlake Power Station,VIC1,MEL,620.0,Natural Gas (Pipeline),Fossil,0.57917,SCHEDULED,283.0,0.0,780.0,780.0,780.0,780.0,1.0,1.0,28300.0,28300.0,28300.0,10.4,11.25,0.3,7.745979944,97.54227437
MORTLK11,MORTLK,Mortlake Power Station,VIC1,MEL,620.0,Natural Gas (Pipeline),Fossil,0.57917,SCHEDULED,283.0,0.0,780.0,780.0,780.0,780.0,1.0,1.0,28300.0,28300.0,28300.0,10.4,11.25,0.3,7.745979944,97.54227437
GSTONE1,G/STONE,GLADSTONE POWER STATION,QLD1,CQ,437.0,Black coal,Fossil,1.0495,SCHEDULED,280.0,110.0,180.0,190.0,290.0,300.0,8.0,8.0,98000.0,11200.0,33600.0,1.0,10.22727273,0.1,2.184,23.33636364232
GSTONE2,G/STONE,GLADSTONE POWER STATION,QLD1,CQ,437.0,Black coal,Fossil,1.0495,SCHEDULED,280.0,110.0,180.0,190.0,290.0,300.0,8.0,8.0,98000.0,11200.0,33600.0,1.0,10.22727273,0.1,2.184,23.33636364232
GSTONE5,G/STONE,GLADSTONE POWER STATION,QLD1,CQ,437.0,Black coal,Fossil,1.0495,SCHEDULED,280.0,110.0,180.0,190.0,290.0,300.0,8.0,8.0,98000.0,11200.0,33600.0,1.0,10.22727273,0.1,2.184,23.33636364232
GSTONE6,G/STONE,GLADSTONE POWER STATION,QLD1,CQ,437.0,Black coal,Fossil,1.0495,SCHEDULED,280.0,110.0,180.0,190.0,290.0,300.0,8.0,8.0,98000.0,11200.0,33600.0,1.0,10.22727273,0.1,2.184,23.33636364232
GSTONE3,G/STONE,GLADSTONE POWER STATION,QLD1,CQ,437.0,Black coal,Fossil,1.0495,SCHEDULED,280.0,110.0,180.0,190.0,290.0,300.0,8.0,8.0,98000.0,11200.0,33600.0,1.0,10.22727273,0.1,2.184,23.33636364232
GSTONE4,G/STONE,GLADSTONE POWER STATION,QLD1,CQ,437.0,Black coal,Fossil,1.0495,SCHEDULED,280.0,110.0,180.0,190.0,290.0,300.0,8.0,8.0,98000.0,11200.0,33600.0,1.0,10.22727273,0.1,2.184,23.33636364232
DRYCGT1,DRYCGT,Dry Creek Gas Turbine Station,SA1,ADE,121.0,Natural Gas (Pipeline),Fossil,1.35599,SCHEDULED,52.0,0.0,300.0,300.0,300.0,300.0,1.0,1.0,5200.0,5200.0,5200.0,10.4,13.84615385,0.3,7.223998176,110.42459015701539
DRYCGT2,DRYCGT,Dry Creek Gas Turbine Station,SA1,ADE,121.0,Natural Gas (Pipeline),Fossil,1.35599,SCHEDULED,52.0,0.0,300.0,300.0,300.0,300.0,1.0,1.0,5200.0,5200.0,5200.0,10.4,13.84615385,0.3,7.223998176,110.42459015701539
DRYCGT3,DRYCGT,Dry Creek Gas Turbine Station,SA1,ADE,121.0,Natural Gas (Pipeline),Fossil,1.35599,SCHEDULED,52.0,0.0,300.0,300.0,300.0,300.0,1.0,1.0,5200.0,5200.0,5200.0,10.4,13.84615385,0.3,7.223998176,110.42459015701539
ROMA_7,ROMA,Roma Gas Turbine Station,QLD1,SWQ,90.0,Natural Gas (Pipeline),Fossil,0.76408,SCHEDULED,40.0,0.0,480.0,480.0,480.0,480.0,1.0,1.0,4000.0,4000.0,4000.0,10.4,12.0,0.3,6.0,82.4
ROMA_8,ROMA,Roma Gas Turbine Station,QLD1,SWQ,90.0,Natural Gas (Pipeline),Fossil,0.76408,SCHEDULED,40.0,0.0,480.0,480.0,480.0,480.0,1.0,1.0,4000.0,4000.0,4000.0,10.4,12.0,0.3,6.0,82.4
HUMENSW,HUMENSW,Hume (NSW) Hydro Power Station,NSW1,SWNSW,734.0,Hydro,Hydro,0.0,SCHEDULED,29.0,4.0600000000000005,180.0,180.0,180.0,180.0,1.0,1.0,145.0,58.0,87.0,7.0,0.0,0.0,0.0,7.0
YABULU2,YABULU,Townsville Gas Turbine,QLD1,NQ,360.0,Natural Gas (Pipeline),Fossil,0.52449,SCHEDULED,82.0,0.0,770.0,770.0,340.0,340.0,4.0,4.0,2050.0,410.0,1230.0,7.0,7.826086957,0.3,5.621869767,50.99724165747133
YABULU,YABULU,Townsville Gas Turbine,QLD1,NQ,360.0,Natural Gas (Pipeline),Fossil,0.52449,SCHEDULED,160.0,0.0,770.0,770.0,340.0,340.0,4.0,4.0,4000.0,800.0,2400.0,7.0,7.826086957,0.3,5.621869767,50.99724165747133
BLUFF1,BLUFF,The Bluff Wind Farm,SA1,NSA,9.0,Wind,Wind,0.0,SEMI-SCHEDULED,53.0,0.0,120.0,120.0,120.0,120.0,1.0,1.0,265.0,106.0,159.0,0.0,3.6,0.0,0.0,0.0
TALWA1,TALLAWAR,Tallawarra Power Station,NSW1,NCEN,514.0,Natural Gas (Pipeline),Fossil,0.46096000000000004,SCHEDULED,440.0,0.0,180.0,180.0,360.0,360.0,4.0,4.0,11000.0,2200.0,6600.0,7.0,7.2,0.3,5.825201823,48.9414531256
TARALGA1,TARALGA,Taralga Wind Farm,NSW1,NCEN,512.0,Wind,Wind,0.0,SEMI-SCHEDULED,106.0,0.0,620.0,600.0,630.0,620.0,1.0,1.0,530.0,212.0,318.0,0.0,3.6,0.0,0.0,0.0
BLOWERNG,SNOWY6,Blowering Power Station,NSW1,CAN,506.0,Hydro,Hydro,0.0,SCHEDULED,80.0,4.8,120.0,120.0,120.0,120.0,1.0,1.0,400.0,160.0,240.0,7.0,0.0,0.0,0.0,7.0
TORRB4,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,122.0,Natural Gas (Pipeline),Fossil,0.71521,SCHEDULED,200.0,0.0,410.0,280.0,450.0,300.0,1.0,1.0,4000.0,1000.0,2000.0,2.1,11.25,0.3,6.362112901,73.67377013624998
TORRB3,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,122.0,Natural Gas (Pipeline),Fossil,0.71521,SCHEDULED,200.0,0.0,410.0,280.0,450.0,300.0,1.0,1.0,4000.0,1000.0,2000.0,2.1,11.25,0.3,6.362112901,73.67377013624998
TORRB2,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,122.0,Natural Gas (Pipeline),Fossil,0.71521,SCHEDULED,200.0,0.0,410.0,280.0,450.0,300.0,1.0,1.0,4000.0,1000.0,2000.0,2.1,11.25,0.3,6.362112901,73.67377013624998
TORRA2,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,796.0,Natural Gas (Pipeline),Fossil,0.7439899999999999,SCHEDULED,120.0,0.0,220.0,40.0,290.0,300.0,1.0,1.0,2400.0,600.0,1200.0,2.1,12.0,0.3,6.362112901,78.44535481199999
TORRA1,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,796.0,Natural Gas (Pipeline),Fossil,0.7439899999999999,SCHEDULED,120.0,0.0,220.0,40.0,290.0,300.0,1.0,1.0,2400.0,600.0,1200.0,2.1,12.0,0.3,6.362112901,78.44535481199999
TORRB1,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,122.0,Natural Gas (Pipeline),Fossil,0.71521,SCHEDULED,200.0,0.0,410.0,280.0,450.0,300.0,1.0,1.0,4000.0,1000.0,2000.0,2.1,11.25,0.3,6.362112901,73.67377013624998
TORRA3,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,796.0,Natural Gas (Pipeline),Fossil,0.7439899999999999,SCHEDULED,120.0,0.0,220.0,40.0,290.0,300.0,1.0,1.0,2400.0,600.0,1200.0,2.1,12.0,0.3,6.362112901,78.44535481199999
TORRA4,TORRIS,TORRENS ISLAND POWER STATION,SA1,ADE,796.0,Natural Gas (Pipeline),Fossil,0.7439899999999999,SCHEDULED,120.0,0.0,220.0,40.0,290.0,300.0,1.0,1.0,2400.0,600.0,1200.0,2.1,12.0,0.3,6.362112901,78.44535481199999
QPS1,QUARANTN,Quarantine Power Station,SA1,ADE,130.0,Natural Gas (Pipeline),Fossil,0.83996,SCHEDULED,24.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,2400.0,2400.0,2400.0,10.4,11.25,0.3,6.629058547,84.97690865375
QPS3,QUARANTN,Quarantine Power Station,SA1,ADE,130.0,Natural Gas (Pipeline),Fossil,0.83996,SCHEDULED,24.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,2400.0,2400.0,2400.0,10.4,11.25,0.3,6.629058547,84.97690865375
QPS2,QUARANTN,Quarantine Power Station,SA1,ADE,130.0,Natural Gas (Pipeline),Fossil,0.83996,SCHEDULED,24.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,2400.0,2400.0,2400.0,10.4,11.25,0.3,6.629058547,84.97690865375
QPS5,QUARANTN,Quarantine Power Station,SA1,ADE,130.0,Natural Gas (Pipeline),Fossil,0.83996,SCHEDULED,128.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,12800.0,12800.0,12800.0,10.4,11.25,0.3,6.629058547,84.97690865375
QPS4,QUARANTN,Quarantine Power Station,SA1,ADE,130.0,Natural Gas (Pipeline),Fossil,0.83996,SCHEDULED,24.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,2400.0,2400.0,2400.0,10.4,11.25,0.3,6.629058547,84.97690865375
DARTM1,DARTM,DARTMOUTH POWER STATION,VIC1,NVIC,739.0,Hydro,Hydro,0.0,SCHEDULED,150.0,18.0,3270.0,3270.0,3120.0,3010.0,1.0,1.0,750.0,300.0,450.0,7.0,0.0,0.0,0.0,7.0
BROKENH1,BROKENH,Broken Hill Solar Plant,NSW1,SWNSW,469.0,Solar,Solar,0.0,SEMI-SCHEDULED,53.0,0.0,1200.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0
MPP_2,MILLMERN,Millmerran Power Plant,QLD1,SWQ,561.0,Black coal,Fossil,0.8920899999999999,SCHEDULED,426.0,170.4,60.0,60.0,60.0,60.0,8.0,8.0,149100.0,17040.0,51120.0,3.1,9.756097561,0.1,1.249,15.285365853689001
MPP_1,MILLMERN,Millmerran Power Plant,QLD1,SWQ,561.0,Black coal,Fossil,0.8920899999999999,SCHEDULED,426.0,170.4,60.0,60.0,60.0,60.0,8.0,8.0,149100.0,17040.0,51120.0,3.1,9.756097561,0.1,1.249,15.285365853689001
WKIEWA1,WKIEWA,WEST KIEWA POWER STATION,VIC1,NVIC,738.0,Hydro,Hydro,0.0,SCHEDULED,31.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,155.0,62.0,93.0,7.0,0.0,0.0,0.0,7.0
WKIEWA2,WKIEWA,WEST KIEWA POWER STATION,VIC1,NVIC,738.0,Hydro,Hydro,0.0,SCHEDULED,31.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,155.0,62.0,93.0,7.0,0.0,0.0,0.0,7.0
MSTUART1,MSTUART,Mt Stuart Power Station,QLD1,NQ,357.0,Kerosene - non aviation,Fossil,1.00862,SCHEDULED,144.0,0.0,600.0,590.0,600.0,600.0,1.0,1.0,14400.0,14400.0,14400.0,10.4,12.0,0.3,5.990506562,82.28607874400001
MSTUART2,MSTUART,Mt Stuart Power Station,QLD1,NQ,357.0,Kerosene - non aviation,Fossil,1.00862,SCHEDULED,144.0,0.0,600.0,590.0,600.0,600.0,1.0,1.0,14400.0,14400.0,14400.0,10.4,12.0,0.3,5.990506562,82.28607874400001
MSTUART3,MSTUART,Mt Stuart Power Station,QLD1,NQ,357.0,Kerosene - non aviation,Fossil,1.00862,SCHEDULED,131.0,0.0,600.0,590.0,600.0,600.0,1.0,1.0,13100.0,13100.0,13100.0,10.4,12.0,0.3,5.990506562,82.28607874400001
W/HOE#1,WIVENHOE,WIVENHOE POWER STATION,QLD1,SEQ,345.0,Hydro,Hydro,0.0,SCHEDULED,250.0,62.5,7200.0,7200.0,7200.0,7200.0,1.0,1.0,1250.0,500.0,750.0,7.0,0.0,0.0,0.0,7.0
W/HOE#2,WIVENHOE,WIVENHOE POWER STATION,QLD1,SEQ,345.0,Hydro,Hydro,0.0,SCHEDULED,250.0,62.5,7200.0,7200.0,7200.0,7200.0,1.0,1.0,1250.0,500.0,750.0,7.0,0.0,0.0,0.0,7.0
TARONG#1,TARONG,TARONG POWER STATION,QLD1,SWQ,455.0,Black coal,Fossil,0.9411700000000001,SCHEDULED,350.0,140.0,200.0,200.0,240.0,240.0,8.0,8.0,122500.0,14000.0,42000.0,3.1,9.944751381,0.1,2.766,30.607182319846
TARONG#4,TARONG,TARONG POWER STATION,QLD1,SWQ,455.0,Black coal,Fossil,0.9411700000000001,SCHEDULED,350.0,140.0,200.0,200.0,240.0,240.0,8.0,8.0,122500.0,14000.0,42000.0,3.1,9.944751381,0.1,2.766,30.607182319846
TARONG#2,TARONG,TARONG POWER STATION,QLD1,SWQ,455.0,Black coal,Fossil,0.9411700000000001,SCHEDULED,350.0,140.0,200.0,200.0,240.0,240.0,8.0,8.0,122500.0,14000.0,42000.0,3.1,9.944751381,0.1,2.766,30.607182319846
TARONG#3,TARONG,TARONG POWER STATION,QLD1,SWQ,455.0,Black coal,Fossil,0.9411700000000001,SCHEDULED,350.0,140.0,200.0,200.0,240.0,240.0,8.0,8.0,122500.0,14000.0,42000.0,3.1,9.944751381,0.1,2.766,30.607182319846
BRAEMAR7,B2PS,BRAEMAR 2 POWER STATION,QLD1,SWQ,662.0,Coal seam methane,Fossil,0.6913699999999999,SCHEDULED,173.0,0.0,680.0,660.0,660.0,660.0,1.0,1.0,17300.0,17300.0,17300.0,10.4,12.0,0.3,5.745362791,79.34435349200001
BRAEMAR5,B2PS,BRAEMAR 2 POWER STATION,QLD1,SWQ,662.0,Coal seam methane,Fossil,0.6913699999999999,SCHEDULED,173.0,0.0,680.0,660.0,660.0,660.0,1.0,1.0,17300.0,17300.0,17300.0,10.4,12.0,0.3,5.745362791,79.34435349200001
BRAEMAR6,B2PS,BRAEMAR 2 POWER STATION,QLD1,SWQ,662.0,Coal seam methane,Fossil,0.6913699999999999,SCHEDULED,173.0,0.0,680.0,660.0,660.0,660.0,1.0,1.0,17300.0,17300.0,17300.0,10.4,12.0,0.3,5.745362791,79.34435349200001
DEVILS_G,DEVILS_G,Devils Gate Power Station,TAS1,TAS,268.0,Hydro,Hydro,0.0,SCHEDULED,60.0,4.8,1070.0,1070.0,1790.0,1790.0,1.0,1.0,300.0,120.0,180.0,7.0,0.0,0.0,0.0,7.0
DDPS1,DDPS1,Darling Downs Power Station,QLD1,SWQ,668.0,Natural Gas (Pipeline),Fossil,0.5062399999999999,SCHEDULED,644.0,0.0,490.0,490.0,380.0,380.0,4.0,4.0,16100.0,3220.0,9660.0,7.0,7.826086957,0.3,5.745362791,51.96370880187822
TUNGATIN,TUNGATIN,Tungatinah Power Station,TAS1,TAS,825.0,Hydro,Hydro,0.0,SCHEDULED,125.0,0.0,590.0,590.0,1930.0,1930.0,1.0,1.0,625.0,250.0,375.0,7.0,0.0,0.0,0.0,7.0
LEM_WIL,LEM_WIL,Lemonthyme / Wilmot Power Station,TAS1,TAS,377.0,Hydro,Hydro,0.0,SCHEDULED,82.0,0.0,400.0,400.0,1170.0,1170.0,1.0,1.0,410.0,164.0,246.0,7.0,0.0,0.0,0.0,7.0
TRIBUTE,TRIBUTE,Tribute Power Station,TAS1,TAS,625.0,Hydro,Hydro,0.0,SCHEDULED,83.0,0.0,800.0,800.0,1780.0,1780.0,1.0,1.0,415.0,166.0,249.0,7.0,0.0,0.0,0.0,7.0
BBTHREE1,BBP31,Bell Bay Three Power Station,TAS1,TAS,778.0,Natural Gas (Pipeline),Fossil,0.68462,SCHEDULED,35.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,3500.0,3500.0,3500.0,10.4,12.4137931,0.3,6.617023256,92.54235763787234
BBTHREE2,BBP31,Bell Bay Three Power Station,TAS1,TAS,778.0,Natural Gas (Pipeline),Fossil,0.68462,SCHEDULED,35.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,3500.0,3500.0,3500.0,10.4,12.4137931,0.3,6.617023256,92.54235763787234
BBTHREE3,BBP31,Bell Bay Three Power Station,TAS1,TAS,778.0,Natural Gas (Pipeline),Fossil,0.68462,SCHEDULED,35.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,3500.0,3500.0,3500.0,10.4,12.4137931,0.3,6.617023256,92.54235763787234
TVPP104,BBP31,Bell Bay Three Power Station,TAS1,TAS,778.0,Natural Gas (Pipeline),Fossil,0.70965,SCHEDULED,58.0,0.0,600.0,600.0,600.0,600.0,1.0,1.0,5800.0,5800.0,5800.0,10.4,12.85714286,0.3,6.617023256,95.47601331033437
LNGS1,LNGS,Laverton North Power Station,VIC1,MEL,742.0,Natural Gas (Pipeline),Fossil,0.81463783,SCHEDULED,156.0,0.0,3330.0,920.0,3330.0,680.0,1.0,1.0,15600.0,15600.0,15600.0,10.4,11.84210526,0.3,6.210841538,83.9494392461763
LNGS2,LNGS,Laverton North Power Station,VIC1,MEL,742.0,Natural Gas (Pipeline),Fossil,0.81463783,SCHEDULED,156.0,0.0,3330.0,920.0,3330.0,680.0,1.0,1.0,15600.0,15600.0,15600.0,10.4,11.84210526,0.3,6.210841538,83.9494392461763
JLA02,JEERA,"Jeeralang ""A"" Power Station",VIC1,LV,279.0,Natural Gas (Pipeline),Fossil,0.9057799999999999,SCHEDULED,51.0,0.0,540.0,540.0,540.0,540.0,1.0,1.0,5100.0,5100.0,5100.0,10.4,15.72052402,0.3,6.705029246,115.80657331654548
JLA01,JEERA,"Jeeralang ""A"" Power Station",VIC1,LV,279.0,Natural Gas (Pipeline),Fossil,0.9057799999999999,SCHEDULED,51.0,0.0,540.0,540.0,540.0,540.0,1.0,1.0,5100.0,5100.0,5100.0,10.4,15.72052402,0.3,6.705029246,115.80657331654548
JLA03,JEERA,"Jeeralang ""A"" Power Station",VIC1,LV,279.0,Natural Gas (Pipeline),Fossil,0.9057799999999999,SCHEDULED,51.0,0.0,540.0,540.0,540.0,540.0,1.0,1.0,5100.0,5100.0,5100.0,10.4,15.72052402,0.3,6.705029246,115.80657331654548
JLA04,JEERA,"Jeeralang ""A"" Power Station",VIC1,LV,279.0,Natural Gas (Pipeline),Fossil,0.9057799999999999,SCHEDULED,51.0,0.0,540.0,540.0,540.0,540.0,1.0,1.0,5100.0,5100.0,5100.0,10.4,15.72052402,0.3,6.705029246,115.80657331654548
HVGTS,HUNTVGT,Hunter Valley Gas Turbine,NSW1,NCEN,244.0,Kerosene - non aviation,Fossil,0.9423299999999999,SCHEDULED,50.0,0.0,60.0,60.0,60.0,60.0,1.0,1.0,5000.0,5000.0,5000.0,10.4,12.85714286,0.3,7.150907655,102.3402412990026
